2682   2016-09-14 12:40:28,277 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
2683   2016-09-14 12:40:28,278 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
2683   2016-09-14 12:40:28,278 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
2683   2016-09-14 12:40:28,278 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
2683   2016-09-14 12:40:28,278 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
8841   2016-09-14 12:40:34,436 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 2
8842   2016-09-14 12:40:34,437 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
8843   2016-09-14 12:40:34,438 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 2
8843   2016-09-14 12:40:34,438 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
8843   2016-09-14 12:40:34,438 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
8844   2016-09-14 12:40:34,439 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 2
16090  2016-09-14 12:40:41,685 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 6
16090  2016-09-14 12:40:41,685 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
16090  2016-09-14 12:40:41,685 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 6
16091  2016-09-14 12:40:41,686 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
16091  2016-09-14 12:40:41,686 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 6
16092  2016-09-14 12:40:41,687 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
23716  2016-09-14 12:40:49,311 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 4
23717  2016-09-14 12:40:49,312 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
23718  2016-09-14 12:40:49,313 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 4
23718  2016-09-14 12:40:49,313 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
23718  2016-09-14 12:40:49,313 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
23718  2016-09-14 12:40:49,313 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 4
29307  2016-09-14 12:40:54,902 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 
29310  2016-09-14 12:40:54,905 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
29310  2016-09-14 12:40:54,905 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 
29310  2016-09-14 12:40:54,905 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
29310  2016-09-14 12:40:54,905 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 
29310  2016-09-14 12:40:54,905 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
36649  2016-09-14 12:41:02,244 INFO             ru.itis2016.ServletCalculator  - Text that was added to session: null
36649  2016-09-14 12:41:02,244 INFO             ru.itis2016.ServletCalculator  - mathAction that was added to session: null
40245  2016-09-14 12:41:05,840 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
40245  2016-09-14 12:41:05,840 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
40245  2016-09-14 12:41:05,840 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
40245  2016-09-14 12:41:05,840 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
40245  2016-09-14 12:41:05,840 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
40245  2016-09-14 12:41:05,840 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
0      2016-09-14 12:43:43,346 INFO             ru.itis2016.ServletCalculator  - Text that was added to session: null
2      2016-09-14 12:43:43,348 INFO             ru.itis2016.ServletCalculator  - mathAction that was added to session: null
3261   2016-09-14 12:43:46,607 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
3262   2016-09-14 12:43:46,608 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
3262   2016-09-14 12:43:46,608 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
3262   2016-09-14 12:43:46,608 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
3262   2016-09-14 12:43:46,608 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
3262   2016-09-14 12:43:46,608 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
24107  2016-09-14 12:44:07,453 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
24108  2016-09-14 12:44:07,454 DEBUG            ru.itis2016.ServletCalculator  - Cookies added subtraction
24108  2016-09-14 12:44:07,454 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
24108  2016-09-14 12:44:07,454 DEBUG            ru.itis2016.ServletCalculator  - Cookies added subtraction
24109  2016-09-14 12:44:07,455 DEBUG            ru.itis2016.ServletCalculator  - Cookies added subtraction
24109  2016-09-14 12:44:07,455 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
28673  2016-09-14 12:44:12,019 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
28673  2016-09-14 12:44:12,019 DEBUG            ru.itis2016.ServletCalculator  - Cookies added subtraction
28673  2016-09-14 12:44:12,019 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
28673  2016-09-14 12:44:12,019 DEBUG            ru.itis2016.ServletCalculator  - Cookies added subtraction
28673  2016-09-14 12:44:12,019 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 5
28673  2016-09-14 12:44:12,019 DEBUG            ru.itis2016.ServletCalculator  - Cookies added subtraction
32206  2016-09-14 12:44:15,552 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 4
32206  2016-09-14 12:44:15,552 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
32208  2016-09-14 12:44:15,554 DEBUG            ru.itis2016.ServletCalculator  - Cookies added 4
32208  2016-09-14 12:44:15,554 DEBUG            ru.itis2016.ServletCalculator  - Cookies added addition
